ID_Transaccion,Departamento,Fecha,Tipo_Gasto,Monto,Descripcion,Aprobado
84d67c4f-f0df-4684-b28e-41225894f7f1,Infraestructura,2019-12-14,Software,2210.37,U obra opinión causa primera.,True
80a8a23d-17ea-4c83-8892-042f9d4b2bf9,Docencia,2021-04-07,Viaticos,2873.05,Superior salir personas elementos.,True
0a8bb5b4-9049-4583-ac86-a890d7b00bdc,Investigacion,2021-11-09,Equipamiento,1460.82,Esa siguientes sola.,False
92779574-c457-4cc3-b5f7-89bca6b07458,Investigacion,2020-08-13,Viaticos,2538.57,Secretario sin dicen alguien dónde manos.,True
67f5ae02-af5b-4f47-8eae-71cfce000af0,Docencia,2020-04-12,Equipamiento,3225.73,Miembros crecimiento pasado diferentes actividad.,False
dc8a4922-5005-480f-a4c7-78a59b4e164b,Recursos Humanos,25/11/2021,Software,4504.65,Corazón oro hicieron momento acción cuales.,False
44790612-1f5d-488f-b76a-bf093de28859,Administracion,2021-07-17,Software,874.08,Final gran junto campo debido relación señora.,False
93e34c35-ef0a-473d-93d2-d56dd0401587,Administracion,2018-10-31,Software,1565.86,Manera medio explicó niño hacerlo serie.,False
750d112e-8164-4eec-a4ab-851bf1fac6e7,Docencia,2017-08-24,Software,4241.99,Ejemplo m mi comunidad contenido.,True
d8e049de-0217-4a0e-8964-90ab4926ce5f,Docencia,2024-02-14,Mantenimiento,622.6,Salud contenido principales doctor.,False
91fdfa4f-0d18-4b95-a68c-84770b95017c,Infraestructura,2022-05-04,Viaticos,2916.58,Muchos allá cada estamos doctor problema destino.,True
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Docencia,2018-02-19,Nomina,1444.95,Produce español visita mitad dentro militar.,True
2314d0c8-09f6-4405-8b99-00340a4e2552,Docencia,2024-08-15,Viaticos,4180.91,Película juego todas aparece madrid reforma.,True
9dd2f9de-fd98-4e33-a498-abe92999bbef,Administracion,2021-07-14,Equipamiento,4029.47,Podemos sociales cabo aire contrario.,True
54cc1e2a-5e4c-4287-8442-51dbd0d4ea67,Administracion,2024-03-11,Equipamiento,1328.07,Paciente experiencia europea baja.,True
f791f1e5-43f9-4d6b-b97e-be8798cf1188,Recursos Humanos,2016-07-26,Nomina,1613.77,Común valores b partido pueda quizá consumo entonces.,False
b35556a5-f2bd-42f2-9293-f70508150147,Administracion,2020-03-26,Nomina,1887.82,Tener primeros capital barcelona.,True
9c89d374-c664-45a7-8077-3e33690e7e62,Infraestructura,2019-08-01,Nomina,1700.92,Tribunal estructura ni hoy parece voz pocos.,False
2c55aef7-f4e9-4734-9052-1700607796a3,Investigacion,2025-01-20,Equipamiento,2242.7400000000002,Esfuerzo aquella libro psoe valores sangre realizar.,True
476cf68c-3f1b-40d0-b514-105831383975,Administracion,08/05/2024,Viaticos,4576.09,Dicho pacientes noviembre sola ejército compañía valor.,True
ef3a6f27-ef06-4ccb-8f7c-1d59594b2a3a,Docencia,2024-04-11,Software,4840.18,Podría pedro ministerio cama comisión.,True
257f7595-cdfb-4db9-85e7-8b23f4613f09,Recursos Humanos,2021-12-26,Software,2394.82,Fue club te llama siete.,True
89e03e22-d3f4-449b-b3ba-ba8836c7d6fa,Investigacion,2024-04-06,Equipamiento,12944.07,Corte diario hoy alta respuesta.,False
87f255d6-e7ba-46ac-ab7a-3d1c0cfef683,Infraestructura,2020-03-28,Viaticos,542.48,Silencio qué barcelona región mundo.,False
fa585b27-8ce3-47c3-b6ea-b3a001539221,Infraestructura,2018-06-15,Nomina,2729.2,Seis etapa sectores nuestros.,False
52380bf2-4988-4418-b6c3-1218c1836315,Infraestructura,2019-07-05,Software,2964.34,Autor pequeña día partidos presente.,True
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,Investigacion,2016-09-30,Nomina,2410.24,Corte todo encontrar expresión.,True
df4e713e-f64e-4dfc-bfbe-ac7aefc59738,Investigacion,2019-04-14,Viaticos,3273.5,Junio del jóvenes caso j.,False
8b15bd94-a42d-4cd7-bd35-9f6a74503887,Docencia,2020-12-15,Software,671.71,Central diversos ocasión difícil será poco sea.,True
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,Infraestructura,2023-12-03,Nomina,4980.04,Estructura mantener jóvenes.,True
a383889a-db2c-4ac8-9c67-83932ced3c0d,Investigacion,2019-05-27,Nomina,4447.57,Llamado hijos tan cargo cosas nacional.,True
42c2d2eb-01bf-4e73-bf80-0385ef9240b6,Docencia,2021-08-14,Mantenimiento,1917.96,Cambio texto dan manos participación un.,False
aaf407f7-0fe7-4149-bc7e-5368b1594847,Investigacion,26/03/2022,Viaticos,4438.53,Bueno medio radio carne.,True
ea87855e-a382-45d3-9e0e-f546b0b6dedf,Administracion,2021-05-28,Mantenimiento,2099.77,Fuerza nadie constitución estaban ninguna.,True
e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,Infraestructura,2022-06-21,Nomina,1164.62,Alrededor chile tales fecha análisis especialmente plazo.,False
5c9deee0-b42a-4456-8736-5a84725e134d,Infraestructura,2025-01-20,Equipamiento,586.84,Asimismo poco técnica rodríguez.,True
2a1f1b61-265c-49d9-8962-8f6e929c93b3,Infraestructura,2019-07-22,Viaticos,396.7,Salida arte análisis región valor pp.,True
21c71aa3-7414-43b5-8e3e-25f2cf0671c7,Recursos Humanos,2023-09-11,Equipamiento,4750.15,Diferentes manuel estudios plaza falta como madre.,False
12b2102d-940c-4503-b7c8-6152beed0af9,Investigacion,2016-03-01,Nomina,3244.35,Espacio i encuentra.,True
fc737d92-11ab-4d11-a4eb-8000ef40d162,Infraestructura,2017-02-20,Nomina,1293.49,Sobre fondo carrera vino imágenes autor ambos.,True
e821e716-eac8-4da1-9e9f-6f5b72d35458,Investigacion,2022-08-15,Viaticos,436.19,Zona hechos pocos resultado resulta segunda.,True
87623997-649f-4d88-8989-c5abfe2b34d8,Investigacion,2019-02-24,Viaticos,4083.96,Fernando horas el más.,True
8b60c511-b816-4aeb-ac6a-7c8576876c62,Investigacion,2021-03-10,Software,3964.35,Apenas distintos final van muchas pone.,True
6b535a19-a902-473f-8f39-f648083f64c3,Investigacion,2018-01-13,Software,4938.88,Vino juicio una aún mundo ya domingo enfermedad.,True
66fadca0-0b53-4932-bd94-19aa3ea6e5b2,Recursos Humanos,2016-12-10,Equipamiento,3339.18,Tu usted oposición hay estamos sería.,True
c5c51060-9911-41e7-93d5-63ae51a3ac26,Recursos Humanos,2025-11-30,Equipamiento,1855.39,Allí junio hospital políticos idea hora.,True
bc36dc59-e134-4dfc-9777-7f10f2d2393f,Infraestructura,2025-08-02,Viaticos,177.33,Objetivo actual necesidad aquellas.,True
b2414482-5198-44d8-8643-3603c92a7d7c,Investigacion,2022-08-07,Nomina,3734.42,Quién cierto tras pasar san ley.,True
0ec0713d-ea2c-4a51-b688-d11fce4758be,Docencia,2018-07-27,Nomina,2296.55,Barcelona dado popular razón madre proyecto te.,True
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,Administracion,2023-10-07,Viaticos,634.36,Porque sabe conocer son ahora.,True
378e6510-8f10-433e-abe4-2e7db96c1163,Recursos Humanos,2026-02-10,Viaticos,3663.49,Haber primeras nivel armas bajo manera construcción.,True
9aba0f15-b214-4062-be1a-963eea18d32c,Recursos Humanos,2024-04-05,Mantenimiento,398.04,Servicio estar varios tú uso.,False
8347f1da-5c11-4b6d-82f5-b3f54ef4c34d,Docencia,24/03/2022,Mantenimiento,3461.88,Uso precio quedó pequeño respecto ello primero.,False
bdc2b74b-38a5-4b49-9d34-aa1890019ed4,Recursos Humanos,2016-11-22,Mantenimiento,4506.41,Su allá experiencia cuarto.,True
3ae28023-5472-4d2d-b239-9ffb27046f25,Investigacion,19/02/2021,Viaticos,421.84,Habría padre causa tipos orden serán.,True
bd5609c4-a446-4663-b93b-17fbf76d15fd,Administracion,2024-06-05,Viaticos,2786.95,Visto conocimiento propia madrid alguien tras dicen.,True
d8c128e7-d6cd-4155-88a8-ac7f862138ad,Administracion,2017-02-10,Mantenimiento,2699.73,Deseo existencia doctor demás.,False
02571851-26a9-4100-b509-109b116658ce,Administracion,2020-01-20,Viaticos,2207.98,Control policía secretario tratamiento alta.,True
01b158e9-0406-4f44-bce4-0679a8c6dbc0,Investigacion,2024-05-02,Viaticos,2207.34,Seguir un varias hora perdido para aspectos.,True
2de46e91-e8e6-4840-b090-f5a0ce610199,Infraestructura,2023-06-10,Mantenimiento,4154.35,Grado pública san quizá.,False
cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,Recursos Humanos,2020-05-29,Mantenimiento,1631.49,Te lenguaje etc sociedad ve cierto.,True
a65f7b8a-dbb4-4021-bdde-64afa75b395a,Infraestructura,26/06/2017,Software,4772.6,Sí interior allá.,False
2bdfcb41-b3ed-48f1-826b-5383a301ec03,Recursos Humanos,2017-01-25,Nomina,4175.68,Calidad principio programas fuerte.,True
0ae4ac11-eb4d-4f42-8735-70a2e5110961,Recursos Humanos,2017-09-26,Mantenimiento,3748.49,Bajo dolor mucha nuevos años.,True
e63949d4-47c6-4688-acf3-2053af36b8cc,Administracion,2017-05-18,Equipamiento,393.91,Contrario este propuesta hemos rosa respuesta llevar.,True
299656e2-4c9d-4907-93b2-2cecedcabf94,Docencia,2022-11-21,Nomina,1832.63,San período razón aun mayoría mitad madrid.,False
588a3f87-f96d-40f8-bed6-3da08033f5c2,Infraestructura,2017-06-13,Nomina,3042.01,País sentido vida.,True
07958c1f-538d-4b8c-8607-b1e9f80b2cea,Administracion,2022-11-12,Nomina,2586.32,Nuestras interés guerra allá zona.,True
614c721d-a921-4b4c-95fb-e976ae007b7e,Investigacion,2019-04-11,Mantenimiento,4251.65,Psoe equipo gente cada.,True
c8ad0899-b630-494d-a147-adeb277b0667,Infraestructura,2020-09-03,Viaticos,662.94,Modelo trata forma y.,True
450f69ee-c2e7-4a98-9c23-8d8d71da35b9,Investigacion,2021-05-11,Viaticos,4055.38,Esto he consejo voy.,True
5a9a206a-16f1-42a2-86b9-19aa1a7167c7,Infraestructura,2023-01-21,Viaticos,241.87,Tres domingo voz buen aquel obras otra.,True
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,Infraestructura,2025-08-19,Software,1820.01,Políticos políticas embargo siglo siglo decir ver.,True
c85cd714-7bf6-4552-8cbc-90446bcd5ce7,Administracion,2020-10-22,Equipamiento,3320.99,Creo solamente valores necesidad.,True
4dfe1117-22af-411f-9b62-8a9d75366b9f,Recursos Humanos,2019-06-11,Equipamiento,549.61,Siguientes mayoría quizá.,True
d0c30018-6e3c-4d4f-95b1-45e470b27304,Docencia,2021-09-20,Mantenimiento,2322.86,Están semana encuentran punto seguridad buscar generales aquel.,True
3e0f84ce-c82f-48fd-936c-d31cf7bf5244,Infraestructura,2024-06-20,Software,3635.82,Zona cámara tema estos manuel superior.,True
8cd34c62-c482-4b71-ae84-b81c2e0fb5b3,Investigacion,2025-05-25,Nomina,871.31,Jamás llegó río.,True
b15da72d-d4ce-427c-8a94-ae9fcc351e4f,Infraestructura,2023-07-29,Nomina,2271.25,Mirada produce fondo nuevas.,False
2775ee42-a89e-42f2-80af-bf3f3df51967,Administracion,2021-04-07,Mantenimiento,2266.02,Diciembre cada torno posibilidad estoy sociales.,True
f7eae66e-ca6c-4f9b-8969-71018b2c550a,Administracion,2023-03-26,Equipamiento,657.71,Habrá habla podemos posibilidades hacer final.,False
0b570720-9cd8-458b-a5a1-c8252a9528c3,Infraestructura,2022-02-25,Nomina,3423.27,J existen ciento llevar peor salud las.,False
84cfee39-bf31-429f-82bb-ad8438d5101f,Infraestructura,2020-07-07,Viaticos,322.55,Cine libre medida niños psoe izquierda calidad.,False
1ac3bf31-7b96-42d1-8649-bcf6ff69723d,Recursos Humanos,2021-12-25,Viaticos,137.67,Diferentes rosa mayor concepto trabajo.,True
34f541c0-c8c5-4b2a-b490-adeb57d337d3,Investigacion,2021-06-03,Equipamiento,11533.17,Educación nuevos alto ve tuvo cierto supuesto.,True
a5e15b55-57d3-44dd-9963-dc7205c8234b,Recursos Humanos,2018-01-27,Software,137.88,Existen nunca j unas.,False
8f5242d3-54bb-4cf8-a8fe-a7618d49fe3f,Investigacion,2019-01-31,Equipamiento,5889.0599999999995,Curso sentido producción cosas pensar servicios.,True
3283daa4-e212-4b7c-9d36-1cb6bcc57be0,Administracion,2016-08-11,Viaticos,4183.44,Superior razón ejército aún llevar pasó ni.,True
2fdc9992-8971-4eea-9f3a-098accac2fb5,Docencia,2017-11-05,Nomina,4322.65,Paso edad ojos pregunta decisión buenos.,True
1d3e503a-9645-40e4-a47d-c3929c7eb575,Recursos Humanos,22/09/2022,Mantenimiento,2352.8,Propia edad grupo plaza felipe grado.,True
1e2c2e7d-502c-40ee-a24a-66a6ac0f6801,Administracion,2017-07-22,Software,2203.49,Largo josé realizar diez base.,False
2f8d8ded-6c4c-450b-a23a-d0fc93267d25,Infraestructura,2018-06-17,Mantenimiento,664.35,Opinión realizar siquiera premio voy aire nacional.,True
0db977a9-9e91-471c-b374-ccbfd78c57d3,Investigacion,2021-06-19,Software,4026.48,Marzo gonzález muchos campo cuales resulta.,False
b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,Recursos Humanos,2023-01-28,Software,2239.89,Valor eso sin pequeño aquel hora.,True
751303b9-c7de-46ea-ab0f-be4449e64c22,Docencia,2025-04-05,Equipamiento,2985.47,Médico vino resto estos presidente características distintos.,True
0aa6fcb9-c1bc-4e59-9296-a12d8ac35ac4,Infraestructura,2022-05-10,Mantenimiento,3754.44,Alguien destino antes s d director.,True
dcb91d5f-593c-472b-8347-dbca7321a8b2,Investigacion,2016-08-30,Software,474.26,Media niveles características allí.,True
a1fd4187-9c3a-4e0b-b5f3-f8aadc6dafff,Administracion,2022-01-29,Viaticos,1050.13,Poder madrid agua agua todos ahí.,True
52daf681-2b1a-476c-89ec-bc5198cbaa52,Investigacion,2020-11-23,Software,1257.72,Junto mujeres puso hospital permite.,True
c9230c64-c006-4b5b-b678-39b222b5f457,Investigacion,2017-09-25,Software,950.15,Grado flores santiago mucho señaló cuerpo.,True
d7f34368-c2ef-4ecb-bf5f-bf4fd4176230,Investigacion,2021-08-05,Nomina,4761.33,Valor administración siglo idea julio lleva.,False
4739cc7b-bff3-4c8d-83ff-3e9667213a70,Administracion,2017-09-12,Mantenimiento,3823.4,Ninguna necesario comunicación zonas hija sí.,False
5bb47c18-b281-47c4-aa05-5442a284e8fd,Administracion,2023-11-30,Viaticos,1683.72,Produce hijo generales tales.,True
48998e5f-d40e-43ce-92a7-4a4144bed486,Docencia,2024-07-13,Equipamiento,434.6,Queda momento industria expresión vio fecha.,False
d6321d31-c8ac-4fcf-a04d-4d14197dbae1,Infraestructura,2016-11-23,Software,2997.96,Su muerto pasado cara proyectos población explicó.,True
28b2bf21-4d47-4ed6-a666-3769e1d46f82,Recursos Humanos,2018-05-11,Viaticos,1621.0,Sí creo eso norte suelo.,False
b9da5f8c-4e35-4a80-a027-9a186576a410,Recursos Humanos,2016-12-29,Nomina,1906.81,Empresas ella sido nuestra después.,True
0260a123-71ef-472a-ae13-591e84fa4c72,Recursos Humanos,2019-12-18,Nomina,3113.54,Padres vuelta vuelve.,False
1221cddf-7a4a-402f-a1d6-3b0fb1ac040d,Administracion,2023-04-20,Mantenimiento,2816.15,Vista régimen antes seguridad razones.,True
c0cef31b-d038-4153-8601-818b61fa01ba,Administracion,2018-06-13,Mantenimiento,3294.0,República existen bien contrario.,True
368acd40-b8f1-4e3c-99e7-703a70aa5b0d,Docencia,2018-11-27,Viaticos,2556.7,Actitud has alta arte usted aun madrid ayer.,True
50834fef-6dec-4bbd-b697-77a159fe3d53,Recursos Humanos,2022-08-25,Mantenimiento,4073.74,Final encuentro final elecciones.,True
06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f,Administracion,17/12/2020,Nomina,3266.02,Aún importantes social presencia autor.,True
3db788a6-1cdc-44c2-a2c9-65b27eb0f62a,Docencia,2020-03-09,Equipamiento,4955.83,Silencio mismo voluntad por creo trata saber.,True
aed54a46-8bde-405b-9d8b-abd76bbdb66f,Infraestructura,2025-10-13,Software,4597.89,Fecha dan cierta su.,False
0a3217d2-373a-4df8-831e-930f0387f74d,Infraestructura,2017-04-06,Mantenimiento,3426.6,Siguientes hijo unidos momentos.,True
1519fd38-66fb-471d-b3a9-dcaa6c6f6d2e,Recursos Humanos,2023-03-08,Software,1715.48,Pasar cómo hace te distintas animales tal.,False
c362a810-a261-4b8d-9620-bee66406face,Infraestructura,2021-09-03,Software,3646.29,Propio alto jamás eran.,True
1db14bfc-6f3a-4115-acb4-678c16120aa6,Recursos Humanos,2020-04-10,Software,2955.42,P han iglesia pudo tienen por hoy.,True
58c1aad6-f3f8-4ea4-bf14-eafa29f0ef7c,Infraestructura,2016-04-22,Software,4841.71,Mundial unidad cinco amor dejó instituciones conocimiento.,False
55c34853-0783-443c-a65f-ad87c57c7498,Administracion,2018-02-14,Equipamiento,3573.29,Mañana parte momentos administración otro ninguna.,True
911f730b-dbff-40b0-bfe6-70f30e3141ec,Administracion,2022-03-29,Software,1945.73,Fuerza madre antes partidos.,True
00a85473-8242-4912-bda3-c1623a78b64a,Administracion,2018-01-28,Equipamiento,557.92,Puso por muy.,False
2dd0622e-266b-42ea-ab93-f78c620af158,Infraestructura,22/04/2022,Viaticos,189.33,Allá posibilidades carta.,True
6a8fcacb-3f8e-4d0d-9261-9dec3979d5f5,Investigacion,2023-04-01,Equipamiento,5323.47,Meses después policía carácter rodríguez fueron.,False
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Investigacion,2024-11-20,Equipamiento,14999.670000000002,Marco señaló lejos ministro.,True
5e717fca-020a-4497-b4ed-51458d9765c7,Infraestructura,2017-08-01,Nomina,4237.7,Aquel programas modelo sociedad fuerza.,True
3207343e-c6a0-4656-85c9-fb91ff6ef9ed,Administracion,2024-07-04,Viaticos,4192.09,Humano centro a dirección lado esas fútbol.,True
c2492e5e-005f-40e6-95c3-b2dbf374190d,Administracion,2016-04-11,Software,742.14,París principales estado popular mano siguiente.,False
b62edb49-2472-46a4-bf38-b918f8f9a45d,Investigacion,2017-02-18,Equipamiento,2958.45,Tres distintas presenta económica habrá.,True
15bc2a3e-bf76-45d7-b97c-6c3c755d814b,Recursos Humanos,2022-06-14,Mantenimiento,2113.21,Sido españa mejores e jóvenes siendo buscar allí.,True
cd0254db-ed11-45d7-90a4-6c85d9d57b02,Administracion,2020-07-21,Mantenimiento,1496.15,Habrá campaña algún mañana e ello.,False
2a147a96-1b0c-42eb-a7c8-fc6c1be5a4c3,Administracion,2026-01-23,Equipamiento,1271.93,Uso seis menor buscar parece falta nombre.,False
afa14a55-cebe-4baa-a859-7b341725d2c7,Infraestructura,2018-02-26,Equipamiento,3423.7,Mira ve dos encontrar mil.,False
5b11f51f-f7e9-401d-bf8b-4433b60e695c,Infraestructura,31/08/2017,Mantenimiento,3912.81,Congreso existen carlos torno sobre minutos.,False
3ff6579e-8cd4-490a-bf82-11bc8e52fc42,Investigacion,2023-10-22,Equipamiento,12078.51,Llegó película madrid un.,True
668c879b-d2dc-42c8-b2b8-d8aa21768dd7,Recursos Humanos,2019-11-24,Software,3241.78,Radio pone hace plan asimismo e.,True
7184b713-a55f-45b7-a709-fba6329fc417,Recursos Humanos,2017-03-18,Viaticos,3585.86,Ella hija costa ellos.,True
92ea1324-ec93-4596-ab01-57230cf697a5,Recursos Humanos,2023-12-16,Software,3839.27,Informe comisión si hechos grupo ejemplo.,True
e2280fe3-722d-4e13-87a4-8c4246653497,Administracion,19/04/2019,Mantenimiento,822.01,Entre objeto padre tierra.,False
0f9c5300-7aa1-4567-8cf9-eea9e1fdc6d1,Investigacion,2023-02-15,Nomina,4101.85,Problema hoy nuestro electoral.,True
cd5ae324-fe7c-40e9-a179-1e933fc825ac,Docencia,22/01/2025,Nomina,360.96,Produce destino mayo ellas conjunto gonzález esfuerzo.,True
2e0869c1-453b-45fe-a36c-f4995254aad3,Docencia,29/08/2024,Equipamiento,4973.17,Tuvo estados cama.,True
78c04ed8-fdd4-4f21-8f03-f0c80effd5bd,Recursos Humanos,2020-11-22,Equipamiento,1661.56,Últimos experiencia lado medio final san banco.,True
382b5b86-f2a3-4efd-bf13-8c80c398c332,Investigacion,2017-01-24,Software,774.24,U conciencia igual fútbol solución tienen superior.,True
b4157cea-0738-4ba4-9770-a3dbe9fa97e2,Investigacion,2022-03-21,Mantenimiento,3818.32,Encuentran manuel contrario social vuelve razones.,False
7d8d3ddd-2cf1-49cb-8f1e-1a378ac8ad93,Administracion,2024-06-27,Mantenimiento,125.73,Tanto lado estados.,True
eafb3e90-54ec-44ce-802c-cb257a5d7c82,Infraestructura,2025-01-26,Nomina,1156.71,Dice momento región grado exterior sé como respuesta.,True
86bb42c7-d8b2-48b6-9c65-4aa2c63ce21d,Administracion,2018-07-11,Viaticos,2686.08,Estilo puerta pacientes antonio mundo manos.,True
f2dd9456-bb7b-4c05-a852-2ca2f9d2014a,Investigacion,2018-06-08,Software,1575.64,Volver estilo suelo pueden generales realizar.,True
d08012b8-96c5-4fe7-aa60-4892392612e9,Docencia,09/03/2022,Equipamiento,3230.86,Interior corazón tierra nueva.,False
92a54d04-f2dd-41f5-b3b6-d344f2e3c6f0,Recursos Humanos,2016-02-23,Nomina,4199.77,Capaz sola sol frente algún pasó.,False
efcac577-1aa6-47cb-90c7-e6aca3bfe403,Administracion,2019-11-15,Viaticos,180.53,Nacional entrada mano noviembre ver considera siempre.,True
35adde88-43e4-4668-82ea-d2df725656e3,Infraestructura,2021-10-29,Equipamiento,2203.27,Realizar ahí plazo cuarto desde.,True
2a9527f6-f817-4ebf-ab6e-64c5bb8aa843,Administracion,2023-07-28,Equipamiento,2141.18,Figura interior alguien año sigue entrar.,True
cc9803de-12de-4e5a-b387-928a29a3db6d,Infraestructura,2019-12-14,Viaticos,431.63,Tierra tuvo marzo.,True
